,word1,word2,SimLex999,SD(SimLex),rank_simlex,w2v_score,rank_w2v
950,people,balloon,0.48,1.96,951,0.08291077613830566,997
951,bath,wife,0.48,1.42,952,0.2181655913591385,989
952,people,cent,0.48,1.61,953,0.2077949494123459,992
953,camera,president,0.48,1.56,954,-0.05011287331581116,782
954,gun,trick,0.48,1.41,955,0.09622900933027267,964
955,night,chapter,0.48,0.92,956,0.15484116971492767,968
956,deck,mouse,0.48,1.48,957,0.2937130630016327,960
957,task,highway,0.48,1.34,958,0.08651572465896606,867
958,mouse,management,0.48,1.59,959,0.009258237667381763,810
959,presence,door,0.48,0.83,960,0.016115229576826096,886
960,large,flexible,0.48,1.59,961,0.2286275178194046,887
961,chapter,choice,0.48,0.86,962,0.12226817011833191,930
962,dumb,rare,0.48,1.55,963,0.1280529797077179,932
963,doctor,temper,0.48,1.44,964,0.12415885180234909,936
964,condition,boy,0.48,0.8,965,0.20667700469493866,916
965,trick,size,0.48,0.59,966,0.07914390414953232,947
966,bowl,tail,0.48,1.0,967,0.2746143937110901,949
967,huge,dumb,0.48,0.91,968,0.09531830251216888,877
968,wife,straw,0.4,1.53,969,0.07325125485658646,854
969,dollar,people,0.4,1.42,970,0.14711923897266388,851
970,ignore,explore,0.4,1.19,971,0.4095430076122284,957
971,bath,balloon,0.4,1.41,972,0.2420642375946045,506
972,rice,boy,0.4,1.72,973,0.08720913529396057,563
973,remind,sell,0.4,1.61,974,0.27655431628227234,874
974,stomach,bedroom,0.4,0.97,975,0.3509404957294464,985
975,bicycle,bedroom,0.4,1.47,976,0.34195131063461304,823
976,log,bath,0.4,1.63,977,0.2396482229232788,982
977,hymn,straw,0.4,1.64,978,0.10620405524969101,990
978,dentist,colonel,0.4,1.7,979,0.3759354054927826,696
979,absence,presence,0.4,1.5,980,0.44418278336524963,923
980,belief,flower,0.4,1.19,981,0.08741694688796997,971
981,endurance,band,0.4,0.44,982,0.050777368247509,956
982,flower,endurance,0.4,1.7,983,0.014016774483025074,683
983,terrific,mad,0.4,0.86,984,0.2688334286212921,946
984,fresh,wide,0.4,1.41,985,0.26197054982185364,816
985,cent,size,0.4,1.24,986,0.21979036927223206,803
986,liquor,century,0.4,1.31,987,0.041878048330545425,630
987,bad,great,0.35,1.49,988,0.4799548089504242,436
988,princess,island,0.3,1.36,989,0.15185315907001495,841
989,container,mouse,0.3,0.95,990,0.25096583366394043,846
990,ankle,window,0.3,1.8,991,0.24691225588321686,939
991,cliff,tail,0.3,1.57,992,0.39262163639068604,945
992,hole,agreement,0.3,1.72,993,0.06151062995195389,967
993,island,task,0.3,0.96,994,0.1068556159734726,599
994,gun,fur,0.3,1.8,995,0.21334365010261536,882
995,chapter,tail,0.3,1.57,996,0.08065102249383926,976
996,dirty,narrow,0.3,0.89,997,0.11878816783428192,919
997,new,ancient,0.23,0.46,998,0.1310117393732071,929
998,shrink,grow,0.23,1.2,999,0.75190269947052,43
